IdColonia,IdInegi,NomColonia,Habitantes,Mujeres,Hombres,Pob0a14,Pob15a64,Pob18mas,ViviendasHabitadas,PromOcuxVivHab,Fundacion,ColinNorte,ColinSur,ColinOriente,ColinPoniente,ArroyoEntubado,ArroyoInterperie,Cerro,Barranco,CentroCultural,ParquesyJarines,JuegosInfantiles,PlazaCivica,CalleAlumbrado%,CallePavimento%,CalleAdoquin%,CalleEmpedrado%,CalleTerraceria%,VivAguaPot%,VivDrenaje%,VivFosaSep%,VivElectricidad%,RutasTransporte,OficinaCorreo,RegistroCivil,DeleAgencia,Cementerio,ModuloPoli,PatrullasColonia,PlumaIngresos,PobRelCatolica%,CP,ZonaC,Sele
386,269-L,Vallarta La Patria,961,486,475,204,678,719,304,4.2199999999999998,,Prados Vallarta,Prados Guadalupe,Prados Vallarta,Real Vallarta,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,99.59999847,100,0,100,632 por Av. Patria,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45020,5A,0
387,270-C,Vallarta Universidad,1961,1022,939,356,1437,1525,709,4.5300000000000002,,Balcones Universidad,Jardines Vallarta,Jardines Universidad,Parque Regency,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,96.40000153,94.90000153,0,98.5,27,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,98,45110,5B,0
388,0,Valle de Atemajac,0,0,0,0,0,0,0,0,1983,Jardines del Porvenir,División del Norte,Parques del Auditorio,La Esperanza,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,70,20,10,0,0,0,0,0,Inexistente,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,45190,2A,0
389,271-H,Valle de Bugambilias,24,10,14,4,16,20,11,2.18,,Rinconada Bugambilias,Bugambilias,Azaleas Residencial,Rinconada del Iris,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,100,36.40000153,63.59999847,100,Inexistente,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,100,,8,0
391,0,Valle de San Nicolás,690,334,356,239,441,417,311,3.5699999999999998,,Arenales Tapatíos,,,Misión La Floresta,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,0,0,0,0,0,0,0,0,0,,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,45066,7,0
392,0,Valle Escondido,79,39,40,26,47,48,19,4.1600000000000001,,Bosque de la Primavera,Bosque de la Primavera,Bosque de la Primavera,Bosque de la Primavera,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,30,0,0,0,100,0,0,0,0,Inexistente,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,45136,4,0
393,0,Valle Real,6078,3247,2829,1510,4406,4082,1573,4.46,,"Jardín Real, Parque Industrial Flextronic",San Juan de Ocotán,,Zona Industrial San Juan de Ocotán,FALSO,FALSO,FALSO,FALSO,Centro Cultural Valle Real,FALSO,FALSO,FALSO,0,0,0,0,0,96.04000092,96.13999939,0,94.43000031,"170, 629 y 631.",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,45019,4,0
394,0,Venta del Astillero,5649,2783,2845,1764,3601,3524,1593,4.0199999999999996,,,Hacienda del Astillero,Lomas del Astillero,,FALSO,FALSO,FALSO,FALSO,Casa Autlense en Lázaro Cárdenas No. 256,FALSO,FALSO,FALSO,90,10,0,60,30,88.02999878,98,0,98.5,"629, 170-B y Foraneos.",-Inexistente-,"Oficialía Nº 18, Manuel García Nº 38 (en el edificio de la delegación), de lunes a viernes de  09:00 a 15:00 hrs. tel. 3151 1008, Lic. Leonardo Sevilla Martínez","DELEGACIÓN: Manuel García Nº 38, 
Tel. 31510296, 
Delegado: Gloria Arminda Valencia Cubillas, 
Subdelegado: María Antonia Gómez Alba","Cementerio Venta del Astillero, Cofradía s/n, entre Panteón y Juan Gil Preciado
Cementerio: Valle de los Cipreses S. A. de C. V (Privado), Carretera a Nextipac Km. 6, oficina: Av. Unión Nº 186, Col. Americana Gdl.3615 7010. Enca. Lic. Irma Villegas Ortiz",FALSO,FALSO,FALSO,97.19999695,45221,RS,0
395,273.G,Venustiano Carranza,3052,1537,1515,776,2114,2087,815,3.71,,"La Constitución, Pedro Moreno",Lomas del Batan,Lomas del Batan,27 de septiembre,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,95.90000153,98.19999695,0,99.5,"30-A, cruza por Venustiano Carranza",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,95,45180,1B,1
396,0,"Vicente Guerrero (ampliación Vicente Guerrero, Rincón)",4673,2345,2322,1787,2754,2608,1389,3.6699999999999999,,,Jardines de Nuevo México,Los Alamitos,La Periquera,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,95,20,0,50,30,0,0,0,0,"275-F, 629, 633, 13 y 24-A",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,45134,3,0
398,275-F,Víctor Hugo,3367,1744,1617,887,2274,2288,881,3.23,,"Benito Juárez, Canteros, Molino del Salvador",El Batán,Municipio de Guadalajara,El Batán,FALSO,VERDADERO,FALSO,FALSO,-Inexistente-,VERDADERO,VERDADERO,FALSO,100,100,0,0,0,96.59999847,89.30000305,9.5,98,"78, 54, 15",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,VERDADERO,FALSO,FALSO,96,45190,1B,1
399,276-L,"Vigía, El",7438,3849,3581,1970,4875,4995,1887,2.7400000000000002,,Belenes Norte,"La Villa, Zapopan Centro","Mercado del Mar, Zapopan Centro",San Isidro Ejidal,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,76,12,12,0,98.30000305,99.5,0,99.40000153,,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45140,1B,0
400,277-E,Vigusa (La Vidriera),280,136,144,66,170,201,69,3.0099999999999998,,Jardines dse la Patria,Jardines Vallarta,Condominio Inglaterra,Jardines de la Patria,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,0,0,0,0,0,97.40000153,97.40000153,0,97.40000153,,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,95,45120,5B,0
401,278-J,Villa Coral,1411,751,660,330,986,982,380,3.1499999999999999,,Linda Vista,Atlas Colomos,Villa de las Palmas,Conjunto Habitacional UAG,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,96.19999695,88.69999695,11.30000019,100,,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,99,45169,1A,0
402,279-D,Villa de los Belenes,1908,989,919,548,1306,1250,6546,2.8999999999999999,,Industrial Belenes,El Paraíso,Constitución,"Conjunto Laureles, NécleoBelenes",FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,88.90000153,100,0,100,"636, pasa por Venustiano Carranza",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,100,45157,1B,1
403,280-G,Villa Magna,131,71,60,29,99,87,26,3.7799999999999998,,Lindavista,"Club Atlas , Atlas Colomos","Santa Fe, Loma Blanca",Residencial Villa Coral,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,0,100,0,0,100,96.30000305,0,100,,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,100,45169,1A,0
404,281-K,Villa Puerta del Sol,1453,777,676,295,1107,1095,617,4.1200000000000001,,Mirador del Sol,Unidad Infonavit CTM,Plaza Coordilleras,Nueva Primavera,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,98.09999847,89.5,10.5,100,"51, 59, 101 y 640.",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,92,45058,6,0
405,282-F,Villa Universitaria,2758,1445,1311,499,2026,2174,1051,3.8999999999999999,,Santa Isabel,,San Wenceslao,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,96,95.09999847,0.400000006,99,"Por Patria 25, 51-C, 632, 635-A, 635-B, por Pablo Neruda la 27, y 24-A.",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,95,45110,5B,0
406,283-L,"Villa, La",3559,1874,1685,1107,2182,2192,734,4.84,,San Isidro Ejidal,Zapopan,"El Vigía, Zapopan Centro",San Isidro Ejidal,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,45,31,24,0,98.5,98.19999695,0,98.59999847,190,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,97,45100,1A,0
407,284-E,Villas Alcalde,517,264,253,126,371,358,162,4.5300000000000002,,El Batán,Conjunto Ritz,Municipio de Guadalajara,El Batán,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,2,0,98,0,97.40000153,100,0,100,"13, 54, 52, 52-A, 52-B, 275, Ixcatán, Camachos",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45190,1B,1
408,285-J,Villas de Guadalupe,17200,8543,8622,6123,10536,9952,4236,4.2699999999999996,Fundacion 25 de Enero de 1974,Mesa Colorada Crucero y Vista Hermosa,"Villas de Guadalupe, Agua Fría",Miguel Hidalgo y La Higuera,Mesa de los Ocotes,FALSO,VERDADERO,FALSO,FALSO,-Inexistente-,FALSO,VERDADERO,FALSO,90,10,0,40,50,84.80000305,75.19999695,13.89999962,98.5,"275-B, 52-D y Los que van a Carretera a Saltillo: 231, 231-A, 231-C, 636-A y 641.",Inexistente,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45189,2B,1
409,0,Villas del Marquez (Villas del Parque),3169,1648,1521,829,2186,2142,887,4.6699999999999999,,Rinconada del Auditorio,Unidad Auditorio,Benito Juárez,Jardines del Auditorio,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,0,0,100,0,98.09999847,98.59999847,0,100,"52-A. 52-D, 636-A, 275-F",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,95,45180,2A,1
411,0,Villas La Loma,1390,709,673,436,924,873,579,4.5499999999999998,,Villas del Valle,Jardines de Nuevo México,Marcelino García Barragán,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,100,100,0,100,633,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,45134,3,0
412,286-D,Villas de San Javier,791,414,377,146,590,629,432,4.7599999999999998,,Los Pinos,,,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,0,0,0,0,0,97.40000153,99.69999695,0,100,,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45124,7,0
413,287-I,Villas de Zapopan (ó Valle de San Isidro),2600,1335,1265,957,1554,1472,717,3.62,,,,,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,97,0,0,3,99.69999695,99.40000153,0.400000006,100,,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,95,0,3,0
414,289-H,Villas de Tepeyac,214,117,97,45,163,164,125,3.9199999999999999,Sin datos,Chapalita las Fuentes,Nueva Primavera,Mirador del Sol,Primavera Norte,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,98.09999847,98.59999847,0,100,"249, 51 AB, Turqueza",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,93,45058,6,0
415,290-L,Villas San Jorge,153,78,75,22,121,116,39,3.92,,"Patria Raquet, Ecológica Seatle",Residencial Patria,"Residencial Patria, Patria Raquet","Conjunto Patria, Patria Ives",FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,50,50,0,0,94.59999847,96.59999847,0,98.59999847,"142, 275 Diagonal, 275 F, Tour, 19, 19-A, 631, 631-A, 641 Y 633",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,90,45160,1B,0
416,291-E,Villas Vallarta,250,136,114,67,172,172,85,3.3700000000000001,,Paseos Universidad,,Lomas Universidad,Jocotán,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,97.40000153,94.69999695,0,100,629,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,86,45029,5A,0
417,0,Virreyes Residencial,2686,1428,1252,784,1818,1743,800,3.0600000000000001,,,Jocotán,Puertas del Sol,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,0,0,0,0,0,0,0,0,0,,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,45110,5B,0
418,292-J,Vista Hermosa,3839,1940,1897,1336,2373,2253,1001,3.8399999999999999,,Mirador Escondido,La Higuera,La Coronilla,"Mesa Colorada, Villas de Guadalupe",FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,0,0,0,90,10,91.80000305,77.59999847,10.80000019,98.59999847,"363-A, 231por Alberto Mora López; 52-D por Vista Selene",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,95,45189,2B,1
419,293-D,Vista del Sol,56,26,30,18,30,26,14,4,,Santa Ana Tepetitlán,Fraccionamiento Cristal,Residencial del Bosque,Bosque de la Primavera,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,0,100,0,0,100,100,0,100,Inexistente,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,88,45087,8,0
420,0,Volcán del Colli,868,426,442,306,539,494,247,4.5300000000000002,,Cerro del Colli,La Gloria del Colli,Lomas del Colli,Cerro del Colli,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,8,0,16,76,0,0,0,0,Inexistente,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,45069,5A,0
421,296-H,"Zapote, El",1979,1036,942,483,1332,1402,638,4,,Prados Tepeyac,Jardines del Sol,,Mirador del Sol,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,99.19999695,99.59999847,0,99.40000153,358,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45050,6,0
422,297-B,Zoquipan,2674,1427,1247,655,1844,1867,819,4.0899999999999999,1531,"Colinas de Atemajac, Seattle Ecológica","Lomas del Infante, Lagos del Country, Patria Zoquipan",Lomas de Atemajac,Seattle Ecológica,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,8,92,0,0,0,0,0,0,"19, 30 , 30-A, 142, por Zoquipan",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,45170,1B,1
423,314-H,Hospital San Juan de Dios,148,65,83,26,105,120,28,3.0699999999999998,1905,Tepeyac,El Capullo,San Miguel de la Cañada,Centro (Cabecera Municipal),FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,100,96.40000153,0,96.40000153,"275-E, 275-F, 631, 631-A, 633, 19, 19-A, 24, 13, 641",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,70.69999695,45150,1B,0
424,316-G,Villa Palmas,53,26,27,14,37,36,12,4.4199999999999999,,Linda Vista,Atlas Colomos,Villa Magna,Villa Coral,FALSO,FALSO,FALSO,FALSO,,FALSO,FALSO,FALSO,100,0,100,0,0,100,75,25,100,,,,,,FALSO,FALSO,FALSO,97.80000305,45169,1A,0
425,,"Vinatería, La",0,0,0,0,0,0,0,,1993,,,,,FALSO,FALSO,FALSO,FALSO,Inexistente,FALSO,FALSO,FALSO,80,0,0,0,100,0,0,0,0,161 cada hora.,,,,,FALSO,FALSO,FALSO,0,0,,0
426,,"Noria, La",586,286,300,254,323,0,125,4.6879999999999997,Sin datos,,Jardines Tapatíos,"La Floresta, Carlos Rivera Aceves",Lomas de la Primavera,FALSO,FALSO,FALSO,FALSO,- Inexistente -,FALSO,FALSO,FALSO,0,0,0,0,100,0,0,0,0,- Inexistente -,- Inexistente -,- Inexistente -,- Inexistente -,- Inexistente -,FALSO,FALSO,FALSO,0,0,,0
427,,Quinta Federalismo,0,0,0,0,0,0,0,,Sin datos,Rinconada del Auditorio,Unidad Auditorio,Jardines del Auditorio,Parques del Auditorio,FALSO,FALSO,FALSO,FALSO,- Inexistente -,FALSO,FALSO,FALSO,100,100,0,0,0,100,100,0,100,50-A,- Inexistente -,- Inexistente -,- Inexistente -,- Inexistente -,FALSO,FALSO,FALSO,0,45180,,0
428,,"Tempisque, El",104,48,56,42,59,54,27,3.8500000000000001,Hace más de un siglo,,,,,FALSO,FALSO,FALSO,FALSO,- Inexistente -,FALSO,FALSO,FALSO,50,16.70000076,0,8.300000191,75,54.79999924,96.80000305,0,100,231,- Inexistente -,- Inexistente -,- Inexistente -,- Inexistente -,FALSO,FALSO,FALSO,100,0,,0
429,,Mesón de Copala,432,106,226,148,237,221,94,4.8099999999999996,1933,,,,,FALSO,FALSO,FALSO,FALSO,- Inexistente -,FALSO,FALSO,FALSO,100,0,0,100,0,81.09999847,94.59999847,0,97.30000305,Ruta 162 Copala (SyT),- Inexistente -,- Inexistente -,- Inexistente -,- Inexistente -,FALSO,FALSO,FALSO,97.5,0,,0
430,,Villas de Nuevo México,0,0,0,0,0,0,0,,2001,Arroyo,Hogares de Nuevo México,Arroyo,Arroyo,FALSO,FALSO,FALSO,FALSO,- Inexistente -,FALSO,FALSO,FALSO,100,100,0,0,0,100,100,0,100,,,,,,FALSO,FALSO,FALSO,0,45203,,0
431,,"Soledad de Ixcatán, La",108,45,60,28,75,65,23,4.7699999999999996,,,,,,FALSO,FALSO,FALSO,FALSO,- Inexistente -,FALSO,FALSO,FALSO,0,33.33000183,0,33.33000183,33.33000183,23.79999924,38.09999847,0,100,- Inexistente -,- Inexistente -,- Inexistente -,- Inexistente -,- Inexistente -,FALSO,FALSO,FALSO,100,0,,0
432,,Jardines de San Gonzalo,42,19,23,16,24,25,18,4,27 de noviembre de 2007,,,,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,0,100,0,0,0,100,100,0,100,633 San Gonzalo (a 1/2 kilómetro de la colonia),- Inexistente -,- Inexistente -,- Inexistente -,- Inexistente -,FALSO,FALSO,FALSO,0,0,,0
433,,Misión Capistrano,13,6,7,3,10,10,5,2.6000000000000001,,,Fracc. Lago Real,Lienzo Charro El Huizache,La Magdalena Poblado,FALSO,FALSO,FALSO,FALSO,- Inexistente -,FALSO,FALSO,FALSO,100,100,0,0,0,100,100,0,100,,- Inexistente -,- Inexistente -,- Inexistente -,- Inexistente -,FALSO,FALSO,FALSO,0,0,,0
434,,Fuentecillas,67,31,36,26,38,34,16,4.1900000000000004,1977,,,,,FALSO,FALSO,FALSO,FALSO,- Inexistente -,FALSO,FALSO,FALSO,40,0,0,40,60,0,75,0,100,"Ruta 161 de SyT, El Taray",- Inexistente -,- Inexistente -,- Inexistente -,- Inexistente -,FALSO,FALSO,FALSO,84.59999847,0,,0
435,,"Golondrinas, Las",0,0,0,0,0,0,0,,,,Ejido Copalita,,La Vinatería,FALSO,FALSO,FALSO,FALSO,- Inexistente -,FALSO,FALSO,FALSO,100,0,0,100,0,0,0,0,100,- Inexistente -,- Inexistente -,- Inexistente -,- Inexistente -,- Inexistente -,FALSO,FALSO,FALSO,0,0,,0
436,,Villas de Tesistán,0,0,0,0,0,0,0,,,Despoblado,Tesistán poblado,Tesistán poblado,,FALSO,FALSO,FALSO,FALSO,,FALSO,FALSO,FALSO,100,100,0,0,0,100,100,0,100,,,,,,FALSO,FALSO,FALSO,0,45202,RS,0
437,,Lomas de San Gonzalo,1406,706,697,504,884,816,564,4,,,,,,FALSO,FALSO,FALSO,FALSO,,FALSO,FALSO,FALSO,100,100,0,0,0,100,100,0,100,633 San Gonzalo,,,,,FALSO,FALSO,FALSO,0,45200,0,0
438,,Campestre Lomas de Tesistán,0,0,0,0,0,0,0,,,,,,,FALSO,FALSO,FALSO,FALSO,- Inexistente -,FALSO,FALSO,FALSO,50,0,0,33,67,0,0,0,100,- Inexistente -,- Inexistente -,- Inexistente -,,- Inexistente -,FALSO,FALSO,FALSO,0,0,,0
439,,"Joyitas, Las",20,5,10,8,10,12,15,3,,Praderas de Tesistán,Res. Tesistán,,Real de las Lomas,FALSO,FALSO,FALSO,FALSO,Inexistente,FALSO,FALSO,FALSO,0,0,0,100,0,0,0,0,100,24-A Vistas,Inexistente,Inexistente,Inexistente,Inexistente,FALSO,FALSO,FALSO,0,45200,,0
440,,Vistas de Tesistán,4101,2074,2027,1602,2471,2368,1731,3.1299999999999999,,Despoblado,Praderas de Tesistán,Despoblado,Despoblado,FALSO,FALSO,FALSO,FALSO,Inexistente,FALSO,FALSO,FALSO,100,100,0,0,0,100,0,0,100,24-A Vistas,Inexistente,Inexistente,Inexistente,Inexistente,FALSO,FALSO,FALSO,0,45200,,0
441,,Praderas de Tesistán,0,0,0,0,0,0,0,,,Vistas de Tesistán,Las Joyitas,Loma Chica,,FALSO,FALSO,FALSO,FALSO,Inexistente,FALSO,FALSO,FALSO,100,100,0,0,0,100,100,0,100,Inexistente,Inexistente,Inexistente,Inexistente,Inexistente,FALSO,FALSO,FALSO,0,45200,,0
442,,Hacienda Las Palomas,0,0,0,0,0,0,0,,2007,Las Agujas,Despoblado,Despoblado,Despoblado,FALSO,FALSO,FALSO,FALSO,Inexistente,FALSO,FALSO,FALSO,100,100,0,0,0,100,100,0,100,Ninguna,Inexistente,Inexistente,Inexistente,Inexistente,FALSO,FALSO,FALSO,0,45202,,0
443,,Ampliación Santa Lucía,950,468,482,363,543,0,200,4.75,,Despoblado,"Revolución, El Álamo, Santa Lucía",Despoblado,El Álamo,FALSO,FALSO,FALSO,FALSO,- Inexistente -,FALSO,FALSO,FALSO,100,0,0,10,90,0,0,0,100,24-A,- Inexistente -,- Inexistente -,- Inexistente -,- Inexistente -,FALSO,FALSO,FALSO,0,45200,RS,0
444,,"Alamo, El",1904,949,955,708,1133,0,410,4.6440000000000001,,,,,,FALSO,FALSO,FALSO,FALSO,,FALSO,FALSO,FALSO,50,0,0,0,100,0,0,0,0,,,,,,FALSO,FALSO,FALSO,0,0,,0
445,,Loma Chica,746,351,366,293,437,403,215,3,,,,,,FALSO,FALSO,FALSO,FALSO,Inexistente,FALSO,FALSO,FALSO,50,0,0,0,100,0,0,0,0,,,,"AGENCIA MUNICIPAL SANTA LUCIA: Loma Dorada Nº 865, Col. Loma Chica, Tel. 36855747, Agente municipal Salvador Morales Gómez.
OFICINA: Emiliano Zapata y J. Manuel Ruvalcaba",Inexistente,FALSO,FALSO,FALSO,0,0,,0
446,,Revolución,1894,934,960,735,1101,0,399,4.7469999999999999,Sin datos,Despoblado,Santa Lucía,Loma Chica,Ampliación Santa Lucía,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,20,0,0,14,86,0,0,0,0,24-A,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,45200,RS,0
447,,"Mirasoles, Los",0,0,0,0,0,0,0,,24 de Febrero de 2008,,,,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,70,50,0,0,50,100,100,0,100,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,0,,0
448,,"Providencia, La",76,28,48,24,48,49,20,3.7999999999999998,2000,,,,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,0,0,0,0,100,0,0,0,0,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,0,,0
449,,Villas de Santa Lucía,0,0,0,0,0,0,0,,Sin datos,Despoblado,Prados de Santa Lucía,Santa Lucía,Despoblado,FALSO,FALSO,FALSO,FALSO,- Inexistente -,FALSO,FALSO,FALSO,100,100,0,0,0,100,100,0,100,Conos,- Inexistente -,- Inexistente -,- Inexistente -,- Inexistente -,FALSO,FALSO,FALSO,0,45200,RS,0
450,,"Cerrito, El (de Nextipac)",539,254,285,224,304,0,109,4.9450000000000003,Sin datos,Nextipac Poblado,,,,FALSO,FALSO,FALSO,FALSO,- Inexistente -,FALSO,FALSO,FALSO,40,10,0,0,90,60,60,0,80,170-B,- Inexistente -,- Inexistente -,- Inexistente -,- Inexistente -,FALSO,FALSO,FALSO,0,45220,RS,0
451,,Cerca Morada,32,17,15,14,13,18,7,4.5700000000000003,Sin datos,Despoblado,Despoblado,Despoblado,Despoblado,FALSO,FALSO,FALSO,FALSO,- Inexistente -,FALSO,FALSO,FALSO,0,0,0,0,100,0,0,0,80,- Inexistente -,- Inexistente -,- Inexistente -,Inexistente,- Inexistente -,FALSO,FALSO,FALSO,0,0,RS,0
452,,Misión La Floresta,0,0,0,0,0,0,0,,,Valle de San Nicolás,Jardines de Santa Ana,Villas de Otero,El Fortín,FALSO,FALSO,FALSO,FALSO,- Inexistente -,FALSO,FALSO,FALSO,100,100,0,0,0,100,100,0,100,"51 D, 626 El Fortín",- Inexistente -,- Inexistente -,- Inexistente -,- Inexistente -,FALSO,FALSO,FALSO,0,45066,,0
453,,Rinconada del Parque,0,0,0,0,0,0,0,,- Sin datos -,Parque Metropolitano,Chapalita Inn,Arcos de Guadalupe,La Gloria,FALSO,FALSO,FALSO,FALSO,- Inexistente -,FALSO,FALSO,FALSO,100,50,50,0,0,100,100,0,100,380,- Inexistente -,- Inexistente -,- Inexistente -,- Inexistente -,FALSO,FALSO,FALSO,0,45010,,0
454,,Colinas del Río,0,0,0,0,0,0,0,,Sin datos,Despoblado,Hogares de Nuevo México,Despoblado,Despoblado,FALSO,FALSO,FALSO,FALSO,- Inexistente -,FALSO,FALSO,FALSO,80,0,0,0,100,0,0,0,60,Inexistente,Inexistente,Inexistente,- Inexistente -,- Inexistente -,FALSO,FALSO,FALSO,0,45180,3,0
455,,Villa Hermosa,52,28,24,23,26,24,9,5.7800000000000002,Sin datos,Despoblado,Despoblado,Despoblado,Despoblado,FALSO,FALSO,FALSO,FALSO,- Inexistente -,FALSO,FALSO,FALSO,0,0,0,0,100,0,85.69999695,0,0,- Inexistente -,- Inexistente -,- Inexistente -,- Inexistente -,- Inexistente -,FALSO,FALSO,FALSO,0,0,RS,0
